uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18541964,Singapore. High Court,_Organisations,"A court that forms part of the Supreme Court together with the Court of Appeal. It comprises the Chief Justice and the Judges of the High Court, though a Judge of Appeal, Senior Judge or Judicial Commissioner may also sit in the High Court if required by the Chief Justice. It hears both criminal and civil cases, appeals from the decisions of District Courts and Magistrate's Courts in civil and criminal cases, and decides points of law reserved in special cases submitted by a District Court or a Magistrate's Court. It also exercises supervisory and revisionary jurisdictions over all state courts.",High Court,na,na,na,na,na,1946,na,na
18539504,Singapore Hired Trishaw Riders Association,_Organisations,An organisation that assisted trishaw riders to obtain licenses and gain permission to enter the Central Business District. It was dissolved in 1983 when its premises at Bencoolen Street was acquired by the government for development.,na,na,na,na,na,na,1945,1983,na
18539709,Singapore History Museum,_Organisations,"The National Museum of Singapore, with a history dating back to 1849 was renamed the Singapore History Museum for a brief period between 1993 and 2006. In 2006, it was again renamed National Museum of Singapore.",Singapore History Museum,na,na,na,na,na,1993,2004,na
18539710,Singapore Ho See Seng Tong (Clan association),_Organisations,"Chinese clan association established by the clansmen from Long Tang village sharing the surname Ho. A corporate member of the Singapore Kwangtung Hui Kuan, the clan association comprises a music section, Taiji training class, Japanese language class and a youth league. Its former premises include Tras Street, 92 Club Street and Hong Lim Complex.",Singapore Ho See Seng Tong,na,na,na,na,na,1934,na,na
18531138,Singapore Hockey Association,_Organisations,"Association formed to govern hockey throughout Malaya and Singapore for both male and female hockey players. In 1939, the Singapore Women's Hockey Association was formed as a governing body for women hockey players. In 1992, both associations merged to form the Singapore Hockey Federation.",Singapore Hockey Association,na,na,na,na,na,1931,1992,na
18339343,Singapore Hockey Federation,_Organisations,Governing body of the sport of hockey in Singapore. Formed with the merger of Singapore Hockey Association (SHA) and Singapore Women’s Hockey Association (SWHA).,Singapore Hockey Federation,na,na,na,na,na,1992,na,na
18338773,Singapore Hok San Association,_Organisations,"Clan association with members mostly from the Heshan municipality in China. The association is well known for its lion dance troupe, formed to teach and perform the Southern style of lion dance in Singapore. It was originally known as Hok San Co-villagers' Association before renamed Hok San Association in 1952.",Singapore Hok San Association,na,na,na,na,na,1952,na,na
18338732,Singapore Hokkien Huay Kuan (Clan association),_Organisations,"Clan association for the Hokkien community in Singapore. It aims to promote education, welfare and social services and to preserve the Chinese language and culture in Singapore. Its affiliated organisations include Chinese schools such as Tao Nan School and Ai Tong School, Chinese temples such as Thian Hock Keng and Kim Lan Beo, Singapore Hokkien Huay Kuan Cultural Academy and Singapore Hokkien Huay Kuan Arts & Cultural Troupe. It also manages The Hokkien Foundation, a charitable institution. The clan association was relocated from Telok Ayer Street to Sennett Road in 2014.",Singapore Hokkien Huay Kuan,na,na,na,na,na,1840,na,na
18338731,Singapore Hokkien Ong Clansmen General Association,_Organisations,"A clan association for all Ong's (Wang) with roots traced to Fujian, China. Its predecessor is the Hokkien Ong Ancestral Temple in which tablets of the founding ancestors, Wang Shenzhi and his wife were placed. Wang Jingdao was appointed its first president. The association was registered as Singapore Hokkien Ong Clansmen General Association in 1945. This locality-cum-kinship organisation holds spring and autumn sacrificial offerings annually.",na,na,na,na,na,na,1945,na,na
18539712,Singapore Hokkien Yeo See Association,_Organisations,"Chinese clan association of the Yeo clansmen from the Fujian province in China. It was established by Yang Kaibang (杨开榜) and over 60 fellow clansmen in 1910. The clan association was located at Amoy Street in 1941 before relocated to 101A Cecil Street after the Japanese Occupation and later, to the Yeo's Building.",Singapore Hokkien Yeo See Association,na,na,na,na,na,1910,na,na
18593167,Singapore. Home Team Academy,_Organisations,"Training institute for various organisations of the Ministry of Home Affairs in Singapore, including the Singapore Police Force, the Singapore Civil Defence Force, the Central Narcotics Bureau, the Singapore Prison Service, the Immigration and Checkpoints Authority, and the Internal Security Department. It incorporates the Police Training Command, Prison Staff Training School and Immigration & Checkpoints Authority Training School. The Centre for Leadership within the academy caters to Home Team officers in leadership positions.",Home Team Academy,na,na,na,na,na,2006,na,na
18539238,Singapore Hoon Clan Association,_Organisations,Chinese clan association established by Hainanese immigrants bearing the surname Hoon.,na,na,na,na,na,na,1935,na,na
18663597,Singapore Hospice Council,_Organisations,"Umbrella body representing organisations that actively provide hospice and palliative care in Singapore. Its founding members include Catholic Welfare Services, Singapore Cancer Society, Hospice Care Association, and Dover Park Hospice.",Singapore Hospice Council,na,na,na,na,na,1995,na,na
18597147,Singapore Hotel and Tourism Education Centre,_Organisations,"Hospitality school set up by the Singapore Hotel Association (SHA) to provide skilled manpower for Singapore’s tourism industry. Between 1993 and 2001, SHATEC was reloacted from Nassim Hill to Mount Sophia and eventually to Bukit Batok. It was renamed Shatec Institutes in 2008 to reflect the new corporate structure and improved curriculum.",Singapore Hotel and Tourism Education Centre,na,na,na,na,na,1983,2008,na
18584723,Singapore Hotel Association,_Organisations,"Association that serves as the umbrella body for hotels in Singapore. It is the collective voice of the hotel industry and promotes the interests and growth of its members. It has a training arm, Singapore Hotel and Tourism Education Centre (SHATEC), which was set up in 1983 to provide skilled manpower to the hotel industry.",Singapore Hotel Association,na,na,na,na,na,1961,na,na
18487956,Singapore. Housing and Development Board,_Organisations,"Statutory board under the Ministry of National Development. It is Singapore's public housing authority. Banker, Lim Kim San, who later became a minister, was appointed as its first chairman.",Housing and Development Board,na,na,na,na,na,1960,na,na
18338730,Singapore Hui Ann Association,_Organisations,"Locality-based clan association for Hui Ann clansmen to look after each other's welfare. The association was founded by 21 clansmen, including Xie Rongxi, Su Maying, Guo Meisheng, Xu Jiecheng and Xie Zhicheng. Su Maying was appointed as its first president. It set up a free clinic in 1931 to serve Hui Ann clansmen and founded Hui Qun School in 1937. An arbitration committee was established in 1936 to settle disputes among members, and a mutual help section was formed in 1946 to handle funeral arrangements for members. It started a scholarship scheme in 1951, making it one of the earliest clan associations to do so. The clan association was first located at No. 37 Philip Street and had moved to several locations, including No. 8 Pekin Street, No. 30 Enggor Street and No. 7 Teo Hong Road before relocating to Lorong 29 Geylang in 1979.",Singapore Hui Ann Association,na,na,na,na,na,1923,na,na
18546249,Singapore Human Resources Institute,_Organisations,A not-for-profit professional body that promotes and maintains the standards of professionalism in human resource management and development. It conducts programmes and courses to develop the skills of human resource professionals. It was renamed from the Singapore Institute of Human Resource Management in 1998.,na,na,na,na,na,na,1998,na,na
18592448,Singapore I-Lien Drama Society,_Organisations,"Amateur Chinese drama society that aims to promote cultural and drama activities through presenting classic and local plays. Between 1964 to 1975, some of their plays were made into television productions. The societies also organises theatre-related activities such as the Asian Regional Centre of IATA’s (International Amateur Theatre Association) Asia Pacific Theatre Conference in 2011.",Singapore I-Lien Drama Society,na,na,na,na,na,1957,na,na
18588702,Singapore Ice Hockey Association,_Organisations,"The national organisation to operate ice hockey leagues and related programs in Singapore. It also develops and holds courses for ice hockey coaches. A member of the International Ice Hockey Federation, it was originally known as Amateur Ice Hockey Association (Singapore).",Singapore Ice Hockey Association,na,na,na,na,na,na,na,na
18339344,Singapore Ice Skating Association,_Organisations,"A National Sports Association (NSA), it is set up to serve the needs of Singapore's growing community of recreational and competitive ice skaters.",na,na,na,na,na,na,1988,na,na
18338994,Singapore. Immigration & Checkpoints Authority,_Organisations,"The Immigration & Checkpoints Authority (ICA) is a government agency under the Ministry of Home Affairs. ICA has brought together the former Singapore Immigration & Registration (SIR) and the enforcement work performed by the former Customs & Excise Department (CED) at the various checkpoints. Operational on 1 April 2003, ICA is responsible for the security of Singapore's borders against the entry of undesirable persons and cargo through our land, air and sea checkpoints. ICA also performs other immigration and registration functions such as issuing travel documents and identity cards to Singapore citizens and various immigration passes and permits to foreigners. It also conducts operations against immigration offenders.",Immigration & Checkpoints Authority,na,na,na,na,na,2003,na,na
18539724,Singapore Improvement Trust,_Organisations,"Organisation set up by the colonial government in Singapore to build houses in central Singapore. Tiong Bahru housing estate was built by the Trust. Its efforts were inadequate to solve the housing shortage. In 1960, it was replaced by the Housing Development Board.",na,na,na,na,na,na,1927,1960,na
18559843,Singapore Indian Association,_Organisations,The Association was formed in 1923 to promote the welfare of Indians and provide the community with opportunities for leisure activities. It has also played an active role in promoting sports.,na,na,na,na,na,na,1923,na,na
18589817,Singapore Indian Chamber of Commerce,_Organisations,Organisation that represented the business interests of the Indian community in Singapore. It was renamed from the Indian Chamber of Commerce in 1971. It was renamed as the Singapore Indian Chamber of Commerce and Industry in 1991.,Singapore Indian Chamber of Commerce,na,na,na,na,na,1971,1990,na
18589816,Singapore Indian Chamber of Commerce and Industry,_Organisations,"Organisation that represents the business interests of the Indian community in Singapore. Its services include trade documentation, trade match opportunities and networking of entrepreneurs. It set up the Small & Medium Enterprise Centre in 2008 and the Institute of Business, to assist Indian professionals, managers and executives of various industry sectors. The chamber was renamed from the Singapore Indian Chamber of Commerce in 1991.",Singapore Indian Chamber of Commerce and Industry,na,na,na,na,na,1991,na,na
18533404,Singapore Indian Congress,_Organisations,"A political party in Singapore which was the Singapore arm of the Malayan Indian Congress established in 1946. Renamed Singapore Indian Congress in 1968, when a new law took effect preventing political parties in Singapore to be a proxy of a party from another country. It has not contested in any General Elections.",na,na,na,na,na,na,1946,na,na
18539727,Singapore Indian Fine Arts Society,_Organisations,Non- profit society that aims to create an understanding of Indian cultural heritage through its arts. It provides training in various forms of Indian classical dance and vocal and instrumental music. It also performs in its own SIFAS Festival of Indian Classical Dance and Music and the Singapore Arts Festival.,na,na,na,na,na,na,1949,na,na
18657705,Singapore Indian Orchestra and Choir,_Organisations,An Indian orchestra formed by the People's Association. It is one of the few orchestras to have a choir to complement its performances.,Singapore Indian Orchestra and Choir,na,na,na,na,na,1985,na,na
18595897,Singapore Indian Theatre and Film Explorers,_Organisations,"Social enterprise that educates and empowers individuals, in particular social beneficiary groups such as ex-offenders and disadvantaged youths, with knowledge to produce, act in or direct films and theatre productions.",Singapore Indian Theatre and Film Explorers,na,na,na,na,na,2016,na,na
18517775,Singapore Indoor Stadium,_GeoBuildings,"Indoor sports arena for indoor sports, as well as community and entertainment events, which officially opened in 1989. It was designed by Kenzo Tange and has a cone-shaped roof. It was the venue for events such as the Chingay 25 (1997), the Singapore 2010 Youth Olympic Games, and numerous major concerts.",na,1.3005878,103.8743323,na,na,stadium,na,na,na
18539257,Singapore. Industrial Arbitration Court,_Organisations,"Court whose functions include registering and certifying collective agreements, resolving industrial disputes through the making of a Court award or Referee decision, interpretation of awards, setting aside or variations of awards or collective agreements, enforcement of awards, mediation and provision of advisory services on industrial relations matters.",Industrial Arbitration Court,na,na,na,na,na,1960,na,na
18545700,Singapore Industrial Automation Association,_Organisations,"An industry association that promotes the applications of industrial automation to enhance competitiveness of Singapore business and products. It promotes business through strategic alliance, application of technology and services to members.",na,na,na,na,na,na,na,na,na
18556766,Singapore Industrial Promotion Board,_Organisations,Statutory board formed on 21 March 1957 through the enactment of the Singapore Industrial Promotion Board Ordnance to promote and develop the industrial development of Singapore. Its effectiveness was hindered by its small capital fund and inability to borrow from international organisations. It was replaced by the Economic Development Board in 1961.,na,na,na,na,na,na,1957,1961,na
18592981,Singapore Infantry Regiment Band,_Organisations,"Military band renamed from Singapore Military Forces Staff Band in November 1962. The band played in public at fairs, shows, community centres and at the Botanic Gardens. The band also played during the monthly changing of the guard ceremony at the Istana. In January 1994, the band amalgamated with the Republic of Singapore Navy Band and the Republic of Singapore Air Force Band to form the Singapore Armed Forces Band.",Singapore Infantry Regiment Band,na,na,na,na,na,1962,1994,na
18579816,Singapore. Info-communications Media Development Authority,_Organisations,"A statutory board formed from the merger of the Infocomm Development Authority (IDA) and the Media Development Authority (MDA). It builds on the regulatory capabilities of IDA and MDA to better respond to a converged infocomm media sector while safeguarding the interests of consumers and fostering pro-enterprise regulations. It is responsible for implementing the Infocomm Media 2025 plan, and will continue to promote and regulate data protection through the Personal Data Protection Commission.",Infocomm Media Development Authority,na,na,na,na,na,2016,na,na
18539729,Singapore Information Services,_Organisations,A wholly-owned subsidiary of Yellow Pages Pte Ltd. It promotes Singapore products and services to the international business community through its business-to-business trade directories. It maintains an online portal that connects buyers and sellers worldwide.,na,na,na,na,na,na,1989,na,na
18339083,Singapore Institute of Architects,_Organisations,A professional organisation established with the objective to promote the architectural profession and the built environment in Singapore. The Institute is the sole representative for the architectural profession in Singapore.,na,na,na,na,na,na,1961,na,na
18545702,Singapore Institute of Engineering Technologists,_Organisations,"A professional body that promotes the advancement of engineering and its applications by continuing the improvement of standards of qualifications, competence and conduct of engineering technologists and technicians. It conducts examinations on proficiency, and develops the knowledge for excellence in the profession.",na,na,na,na,na,na,1980,na,na
18545973,Singapore Institute of Human Resource Management,_Organisations,A not-for-profit professional body that promotes and advances the development of human resource practices and professionals. It conducts programmes and courses to develop the skills of human resource professionals. It was renamed from the Singapore Institute of Personnel Management in 1993. It was later renamed Singapore Human Resources Institute in 1998.,na,na,na,na,na,na,1993,1998,na
18593161,Singapore Institute of Labour Studies,_Organisations,"Centre for labour education and training in Singapore established in 1990. The Institute was renamed as the Ong Teng Cheong Institute of Labour Studies in late March 2002 in memory of the late Mr Ong Teng Cheong, President of the Republic of Singapore (1993 - 1999) and Secretary General of the NTUC (1983 - 1993).",Singapore Institute of Labour Studies,na,na,na,na,na,1990,2002,na
18658264,Singapore Institute of Landscape Architects,_Organisations,"Professional body of landscape architects in Singapore. It offers a Landscape Architects Accreditation Programme to raise professional standards, and bestows its biennial Singapore Landscape Architecture Awards to honour the best, and set new benchmarks in design and best practices.",Singapore Institute of Landscape Architects,na,na,na,na,na,1985,na,na
18663683,Singapore Institute of Legal Education,_Organisations,"Statutory body established under the Legal Profession Act to maintain and improve the standards of legal education in Singapore, and to review the implementation of initiatives, programmes and curricula relating to legal education in Singapore, including diploma, undergraduate and postgraduate programmes, and continuing professional development. It took over the role of the Board of Legal Education in 2011.",Singapore Institute of Legal Education,na,na,na,na,na,2011,na,na
18539730,Singapore Institute of Management,_Organisations,"Not-for-profit management institute that provides private tertiary education and training in Singapore. Its three educational components are SIM University, SIM Global Education and SIM Professional Development.",na,na,na,na,na,na,1964,na,na
18339207,Singapore Institute of Materials Management,_Organisations,"An independent educational institution offering logistics, supply chain management and e-commerce education.",na,na,na,na,na,na,1980,na,na
18545704,Singapore Institute of Personnel Management,_Organisations,A professional body that represents human resources professionals. It promotes and maintains professionalism in human resource management and development. It launched programmes to advance the development of human resource professionals. It was renamed Singapore Institute of Human Resource Management in 1993.,na,na,na,na,na,na,1965,1993,na
18545706,Singapore Institute of Planners,_Organisations,"A professional body for urban planners. Its objectives are to promote and contribute towards the advancement of urban planning and planning practice as a profession, and encourage planning consultancy work in the public and private sectors.",na,na,na,na,na,na,1971,na,na
18663452,Singapore Institute of Science,_Organisations,Private educational institute providing coaching in math and science. It was one of the first institutions in Singapore to hold science laboratory classes as part of its private science tuition. It had been located at its present premises since 1952.,Singapore Institute of Science,na,na,na,na,na,1940,na,na
18597121,Singapore. Institute of Science and Forensic Medicine,_Organisations,"Government agency that was established in 1990 following the merger of the Department of Scientific Services (DSS) and the Department of Forensic Medicine (DFM) to centralise all forensic services under one administration. The role of DSS is to focus on forensic science, radiation science and health science while DFM take charge of forensic pathology and clinical forensic medicine. It was merged into Health Sciences Authority (HSA) in 2001, together with Centre for Drug Evaluation, National Pharmaceutical Administration, Product Regulation Department, and Singapore Blood Transfusion Service.",Institute of Science and Forensic Medicine,na,na,na,na,na,1990,2001,na
18545708,Singapore Institute of Standards and Industrial Research,_Organisations,A statutory board that promotes the advancement and practice of engineering and technology research. It merged with the National Productivity Board in 1996 to form the Singapore Productivity and Standards Board.,na,na,na,na,na,na,1973,1996,na
18491949,Singapore Institute of Technology,_Organisations,"An initiative of the Ministry of Education, it offers undergraduate degree programmes primarily for polytechnic graduates. It is responsible for planning, managing and implementing degree programmes offered by reputable overseas universities in partnership with the five local polytechnics. It was accorded autonomous university status in 2014, and will have a centralized campus in Punggol in 2023.",Singapore Institute of Technology,na,na,na,na,na,2009,na,na
18548385,Singapore Institution,_Organisations,"In 1819, Sir Stamford Raffles proposed the establishment of a premier learning institution in Singapore. The foundation stone was laid on 5 June 1823, marking the official founding of the institution at a site along Bras Basah Road and Victoria Street. The school was renamed Raffles Institution in 1868, presumably after its founder.",Singapore Institution,na,na,na,na,na,1823,1868,na
18585788,Singapore Insurance Agents Association,_Organisations,Association formed on 18 March 1969 to represent the interests of insurance agents in Singapore. It was renamed as the Life Underwriters Association of Singapore on 25 October 1978 to represent all life insurance practitioners in Singapore.,Singapore Insurance Agents Association,na,na,na,na,na,1969,1978,na
18545710,Singapore Insurance Institute,_Organisations,"A professional body that promotes the standards and conduct in the insurance and financial service industries. It facilitates interactions through social, cultural, sporting and educational activities within local and international professional bodies.",na,na,na,na,na,na,1964,na,na
18339297,Singapore. Internal Security Department,_Organisations,"Department under the Ministry of Home Affairs that collects intelligence, makes assessments and takes timely action to counter security threats to Singapore’s internal stability and sovereignty. Conducts security education for members of public.",Internal Security Department,na,na,na,na,na,1966,na,na
18663550,Singapore International Arbitration Centre,_Organisations,An independent non-profit organization providing neutral arbitration services to the global business community.,Singapore International Arbitration Centre,na,na,na,na,na,1991,na,na
18539732,Singapore International Chamber of Commerce,_Organisations,"Non-profit business association that represents its members’ business interests and advocates on their behalf to the government. Members include global corporations, large local companies and SMEs from 20 industries. It was renamed from Singapore Chamber of Commerce in 1964.",na,na,na,na,na,na,1964,na,na
18561594,Singapore International Commercial Court,_Organisations,"A division of the Singapore High Court and part of the Supreme Court of Singapore, designed to deal with transnational commercial disputes.",Singapore International Commercial Court,na,na,na,na,na,2015,na,na
18561599,Singapore International Commercial Court Committee,_Organisations,"A committee formed to study the viability of developing a framework for the establishment of the Singapore International Commercial Court. It was co-chaired by Indranee Rajah SC, Senior Minister of State for Law and Education, and Justice V. K. Rajah, Judge of Appeal, Supreme Court of Singapore. The committee submitted its report on 29 November 2013.",Singapore International Commercial Court Committee,na,na,na,na,na,2013,2013,na
18604090,Singapore International Dispute Resolution Academy,_Organisations,"A non-profit organization which positions itself as ""Asia's global thought leader for learning and research in negotiation and dispute resolution"". It is a subsidiary of the Singapore Academy of Law and the Singapore Mediation Centre, and is supported by the Ministry of Law. It is based at the Singapore Management University's School of Law.",Singapore International Dispute Resolution Academy,na,na,na,na,na,2016,na,na
18559566,Singapore International Foundation,_Organisations,"Non-profit organisation that aims to build enduring relationships between Singaporeans and world communities, harnessing these friendships to enrich lives and effect positive change. At the time of its formation in 1991, the SIF encouraged Singaporeans to become active global citizens who would contribute to the international community, and also urged overseas Singaporeans to maintain links with their home.",na,na,na,na,na,na,1991,na,na
18604088,Singapore International Mediation Centre,_Organisations,"An independent non-profit institution that provides mediation services and products targeted at cross-border commercial disputes, particularly for Asian businesses.",Singapore International Mediation Centre,na,na,na,na,na,2014,na,na
18604089,Singapore International Mediation Institute,_Organisations,"A non-profit organization that aims to promote the education and awareness of mediation, set world-class standards of mediation, and make tools available for decision-making on mediation. It is a subsidiary of the National University of Singapore, and is supported by the Ministry of Law.",Singapore International Mediation Institute,na,na,na,na,na,2014,na,na
18590110,Singapore International Monetary Exchange,_Organisations,"Futures exchange in Singapore established in 1984 to replace the Gold Exchange of Singapore. On 1 December 1999, SIMEX merged with the Stock Exchange of Singapore and the Securities Clearing and Computer Services Pte Ltd to form the Singapore Exchange.",Singapore International Monetary Exchange,na,na,na,na,na,1984,1999,na
18568829,Singapore. IP Steering Committee,_Organisations,"Committee formed by the Ministry of Law to formulate the Intellectual Property (IP) Hub Master Plan to guide the next phase of Singapore’s development as an intellectual property hub. The committee is chaired by Teo Ming Kian, Chairman of MediaCorp Pte Ltd, and members with diverse backgrounds and expertise in intellectual property from the private and public sectors. The Master Plan was formally submitted to the Government in March 2013, and the Government has accepted the recommendations of the Committee.",IP Steering Committee,na,na,na,na,na,2012,2013,na
18608718,Singapore (Island),_Geographics,"The mainland of Singapore, which is the largest island of the 64 that comprise the City-State, which is also an island-nation. This main island is also known as Pulau Ujong, referring to its location as the island at the end of the Malay Peninsular.",na,1.3575183,103.8095634,na,na,island,na,na,na
18532918,Singapore Island Country Club,_Organisations,Golf and country club that provides golf courses and hosts golf tournaments. It formed in 1963 when the Royal Island Club merged with the Royal Singapore Golf Club.,Singapore Island Country Club,na,na,na,na,na,1963,na,na
18541974,Singapore. Istana,_Organisations,"Organ of state that supports the President in the execution of his duties, which include constitutional, ceremonial and community roles, and to uphold and maintain the dignity of the office of the President.",Istana,na,na,na,na,na,na,na,na
18338947,Singapore Jain Religious Society,_Organisations,A religious society set up to cater to the religious needs of the Jain community in Singapore.,Singapore Jain Religious Society,na,na,na,na,na,1972,na,na
18539735,Singapore Jaycees Orchid Chapter,_Organisations,"A chapter for ladies of Singapore Jaycees (JCI Singapore), a local representative of Junior Chamber International founded in the U.S.A. Its members run projects worldwide to create sustainable solutions to the challenges faced by local and international communities. It was originally registered as Singapore Jayceettes before it was incorporated into the Singapore Jaycees as the Orchid Chapter in 1976. In 1989, it was decentralised and renamed Orchid Jayceettes of Singapore.",Singapore Jaycees Orchid Chapter,na,na,na,na,na,1976,1988,na
18663690,Singapore Jayceettes,_Organisations,"Ladies' chapter of the Singapore Jaycees, a local representative of the Junior Chamber International founded in the United States. In 1976, it was incorporated into the Singapore Jaycees as the Singapore Jaycees Orchid Chapter.",Singapore Jayceettes,na,na,na,na,na,1971,1976,na
18657790,Singapore Jewellers Association,_Organisations,Trade association representing jewellery operators in Singapore which aims to make Singapore a jewellery hub. It encourages members to adopt a code of practice so as to protect consumers' interests and instill confidence in the industry.,Singapore Jewellers Association,na,na,na,na,na,1939,na,na
18539736,Singapore Ji Yang Cai Clan Association,_Organisations,"Chinese clan association established by Teochew immigrants of the surname Cai (Chua) to protect the interests and promote the welfare of their clansmen. The clan association was formerly known as Singapore Chee Yang (Chua Si) Kong Huay in English before it was renamed Singapore Ji Yang Cai Clan Association in 1984 while retaining its Chinese equivalent ""新加坡济阳蔡氏公会"".",Singapore Ji Yang Cai Clan Association,na,na,na,na,na,1984,na,na
18619779,Singapore Jin Hoe Lian Ghee Sia (Clan association),_Organisations,"Chinese clan association established by emigrants from the township of Dong Shi and the neighbouring villages in Jin Jiang district of Fujian province. Originally known as Tong Heng Sia, or Dong Xing She (东兴社) when it was first established in the 1910s, it was renamed Jin Hoe Hean, or Ren He Xuan (仁和轩) in the 1920s before renamed again and registered as Singapore Jin Hoe Lian Ghee Sia in 1977.",Singapore Jin Hoe Lian Ghee Sia,na,na,na,na,na,1977,na,na
18339345,Singapore Judo Federation,_Organisations,"A national controlling body for the sport of judo in Singapore. It is responsible for the promotion, coordination and organization of all local judo activities.",na,na,na,na,na,na,1965,na,na
18526054,Singapore Justice Party,_Organisations,Political party that was originally formed by a group of shipyard workers. It joined the Singapore Democratic Alliance in 2001.,na,na,na,na,na,na,1972,na,na
18545435,Singapore Kadayanallur Muslim Co-operative,_Organisations,A co-operative society established by the Singapore Kadayanallur Muslim League with the objective of encouraging thrift by receiving deposits from members and preventing members from going into permanent indebtedness by enabling them to obtain loans on reasonable terms. It was earlier known as the Kadayanallur Muslim Co-operative Thrift and Loan Society.,Singapore Kadayanallur Muslim Co-operative,na,na,na,na,na,1949,na,na
18539275,Singapore Kadayanallur Muslim League,_Organisations,"An organisation that provides community service that was established in 1941. It originally catered for members originating from Kadayanallur, Tamil Nadu, before extending itself to the Indian Muslim population in Singapore. The organisation helped set up the Kadayanallur Muslim Co-operative Thrift and Loan Society Ltd in 1949.",na,na,na,na,na,na,1941,na,na
18585811,Singapore Karate Association,_Organisations,Association that started as a karate school in McNair Road in December 1964. It was renamed Shitoryu Karate Association (SKA) to meet government regulations.,Singapore Karate Association,na,na,na,na,na,1964,na,na
18339346,Singapore Karate-Do Federation,_Organisations,National governing body for karate-do in Singapore. Its mission is to promote Karate-Do as a way of life for all ages and genders.,na,na,na,na,na,na,1971,na,na
18339347,Singapore Kendo Club,_Organisations,A recognised national sports association. It conducts training sessions and regular grading for its club members as well as members from its affiliated clubs.The club was founded by the late Lim Kwa Chwee sensei.,na,na,na,na,na,na,1972,na,na
18605523,Singapore Kennel Club,_Organisations,"Non-profit national canine organisation of Singapore. Its roles include promoting the keeping and breeding of purebred dogs, educating dog owners of their responsibilities and organising competitive canine events. The club was formed following the split of the Malaysia /Singapore Kennel Association (MSKA) in 31 August 1972 into the Singapore Kennel Club and the Malaysian Kennel Association (MKA).",Singapore Kennel Club,na,na,na,na,na,1972,na,na
18338729,Singapore Khalsa Association,_Organisations,"An organisation of the Sikh community. It provides for the physical, moral, intellectual cultural and social improvements of its members.",na,na,na,na,na,na,1931,na,na
18539739,Singapore Khek Community Wong Clan Association,_Organisations,"Chinese clan association established by Hakka immigrants bearing the surname Wong with the aim to foster kinship ties. Originally located at No.23 Liang Seah Street, it was relocated to No. 2 and later, No. 24 Malay Street before ended up at No. 121 Tyrwhitt Road. The clan association is a corporate member of the Nanyang Kheh Community Guild. Its English name was later renamed Singapore Hakka Wong Association while retaining its Chinese name ""新加坡客属黄氏公会"".",Singapore Khek Community Wong Clan Association,na,na,na,na,na,1940,na,na
18539741,Singapore Kheng Keow Heng Clan Association,_Organisations,Kinship-based Chinese clan association established by Hainanese immigrants bearing the surname Heng. It was a corporate member of the Singapore Hainan Hwee Kuan.,Singapore Kheng Keow Heng Clan Association,na,na,na,na,na,1939,2000,na
18539742,Singapore Kindness Movement,_Organisations,"Non-profit organization and charity with the aim of making Singapore a more gracious society. It organises the Singapore Kindness Week annually to promote kindness. It is managed by the Singapore Kindness Movement (SKM) Council, with the Prime Minister of Singapore as its patron, and the SKM Secretariat.",na,na,na,na,na,na,1997,na,na
18593170,Singapore Kite Association,_Organisations,"Association formed to promote kite flying as a hobby in Singapore. It also promotes kite flying events and festivals. Its founding members were Shakib Gunn, Tan Kim Hui and Tan Siak Yam.",Singapore Kite Association,na,na,na,na,na,1982,na,na
18338768,Singapore Kityang Huay Kwan (Clan association),_Organisations,"A clan association of clansmen from Jieyang (Kityang) in Chaozhou prefecture, whose founding was initiated by Li Kuishi, Fang Jingtang, Yao Guohua and Lin Da. Hong Jingbo was appointed its first president. It awards scholarships to members' children and distributes Lunar New Year hongbaos to poor elderly clansmen. In 1990, it set up a Hall of Fragrance in which members could keep their ancestral tablets, and in 1995, it formed a Teochew opera troupe. The association is a corporate member of the Singapore Teo Chew Poit Ip Huay Kuan.",Singapore Kityang Huay Kwan,na,na,na,na,na,1941,na,na
18338767,Singapore Kiung Chow Hwee Kuan (Clan association),_Organisations,A Chinese clan association for the Hainanese community. It was registered in 1890 and renamed Singapore Hainan Hwee Kuan in 1994.,Singapore Kiung Chow Hwee Kuan,na,na,na,na,na,1854,1994,na
18539506,Singapore Kiung Jai Chew Say Kong Hui (Clan association),_Organisations,Chinese clan association established by Hainanese clansmen sharing the surname Chew.,Singapore Kiung Jai Chew Say Kong Hui,na,na,na,na,na,1938,na,na
18662808,Singapore Kiung Jai Ho Clan Association,_Organisations,Chinese clan association established by Hainanese immigrants bearing the surname Ho. It is a corporate member of Singapore Hainan Hwee Kuan.,Singapore Kiung Jai Ho Clan Association,na,na,na,na,na,1948,na,na
18539507,Singapore Koh Clan Association,_Organisations,"Chinese clan association established in Singapore to facilitate liaison among fellow clansmen of the surname Koh. The association was officially registered in 1948. It is a member of the international Lieshan five-surname (Gao, Lu, Lu, Ji, Xu) clan association. It organised activities such as participation in the Speak Mandarin Campaign as well as introducing Ko Teck Siang Bursary to provide financial assistance to members' children.",Singapore Koh Clan Association,na,na,na,na,na,1948,na,na
